MC_Code,MC_StockName,MC_ShortName,MC_UrlCode,Source,NSE_Symbol,BSE_Code,ISIN,Full_Name,Series,Sector,LTP,API_Status
VI16,V-Guard Industries,V-Guard Ind,VI02,stock_ideas,VGUARD,532953,INE951I01027,V-Guard Industries,EQ,Electric Equipment,324.55,FOUND
VSG,Vardhman Hold,,,bullish.csv,VHL,500439,INE701A01023,Vardhman Holdings,EQ,Finance - Investments,3344.90,FOUND
VDM,Vidhi Spec,,,bullish.csv,VIDHIING,531717,INE632C01026,Vidhi Specialty Food Ingredients,EQ,Dyes & Pigments,327.75,FOUND
VWL,Vidya Wires,,,bullish.csv,VIDYAWIRES,544633,INE14UN01029,Vidya Wires,EQ,Cables,55.78,FOUND
VIESL,Vision Infra,,,bullish.csv,VIESL,0,INE0TR001017,Vision Infra Equipment Solutions,SM,Infrastructure,276.55,FOUND
VPI04,Vigor Plast Ind,,,bullish.csv,VIGOR,-,INE1DM601016,Vigor Plast India,SM,Plastics - Tubes/Pipes/Hoses & Fittings,56.90,FOUND
VDC01,Vijaya Diagnostic Centre,VIJAYA,,technical_picks_inactive.csv,VIJAYA,543350,INE043W01024,Vijaya Diagnostic Centre,EQ,Hospital & Healthcare Services,962.80,FOUND
VF08,Viji Finance,,,bullish.csv,VIJIFIN,537820,INE159N01027,Viji Finance,BE,Finance - General,3.22,FOUND
VL06,Vikas Ecotech,,,bullish.csv,VIKASECO,530961,INE806A01020,Vikas Ecotech,EQ,Chemicals,1.49,FOUND
VIKAS54265,Vikas Life,,,bullish.csv,VIKASLIFE,542655,INE161L01027,Vikas Lifecare,EQ,Miscellaneous,1.59,FOUND
VSL04,Vikram Solar,Vikram Solar,VSL04,stock_ideas,VIKRAMSOLR,544488,INE078V01014,Vikram Solar,EQ,Electric Equipment,191.61,FOUND
VTL03,Vilas Transcore,,,bullish.csv,VILAS,VILASTRANS,INE0AZY01017,Vilas Transcore,SM,Electronics - Components,417.70,FOUND
VO01,Vinati Organics,,VO01,52wk,VINATIORGA,524200,INE410B01037,Vinati Organics,EQ,Chemicals,1283.70,FOUND
SP40,Vintage Coffee,,,bullish.csv,VINCOFE,538920,INE498Q01014,Vintage Coffee and Beverages,EQ,Miscellaneous,140.90,FOUND
VT03,Vindhya Telelin,,,bullish.csv,VINDHYATEL,517015,INE707A01012,Vindhya Telelink,EQ,Cables - Telephone,1143.10,FOUND
VL09,Vineet Lab,,,bullish.csv,VINEETLAB,543298,INE505Y01010,Vineet Laboratories,EQ,Labs & Life Sciences Services,32.29,FOUND
VO04,Vinny Overseas,,,bullish.csv,VINNY,543670,INE01KI01027,Vinny Overseas,EQ,Textiles,1.17,FOUND
VCI02,Vinyl Chemicals,,,bullish.csv,VINYLINDIA,524129,INE250B01029,Vinyl Chemicals (India),EQ,Chemicals,221.36,FOUND
MI45,VIP Clothing,,,bullish.csv,VIPCLOTHNG,532613,INE450G01024,VIP Clothing,EQ,Textiles - Readymade Apparels,24.12,FOUND
VIP,VIP Industries,VIP Industries,VIP,stock_ideas,VIPIND,507880,INE054A01027,VIP Industries,EQ,Household & Personal Products,326.20,FOUND
VC16,Virinchi,,,bearish.csv,VIRINCHI,532372,INE539B01017,Virinchi ,EQ,Computers - Software Medium & Small,17.75,FOUND
VI11,Visaka Ind,,,bullish.csv,VISAKAIND,509055,INE392A01021,Visaka Industries,EQ,Cement - Products & Building Materials,61.93,FOUND
VGS,Visaman Global,,,bullish.csv,VISAMAN,0,INE0BHK01012,Visaman Global Sales,ST,Abrasives,123.65,FOUND
KI09,Vishnu Chemicals,Vishnu Chemical,VC17,stock_ideas,VISHNU,516072,INE270I01022,Vishnu Chemicals,EQ,Speciality Chemicals,522.15,FOUND
VPAIL,Vishnusurya,,,bearish.csv,VISHNUINFR,VPIL,INE0PQ001012,Vishnusurya Projects And Infra,SM,Construction - Real Estate,152.30,FOUND
VAS,Vishwas Agri,,,bearish.csv,VISHWAS,,INE0S2E01016,Vishwas Agri Seeds,SM,Other agriculture products,38.30,FOUND
VC19,Vital Chemtech,,,bullish.csv,VITAL,0,INE0L4K01016,Vital Chemtech,EQ,Chemicals,54.78,FOUND
VPT02,Viviana Power,,,bullish.csv,VIVIANA,0,INE0MEG01014,Viviana Power Tech,SM,Engineering,762.35,FOUND
VL07,Vivimed Labs,,,bearish.csv,VIVIMEDLAB,532660,INE526G01021,Vivimed Labs,EQ,Pharmaceuticals,6.68,FOUND
VTF,Viyash Scientif,,,bullish.csv,VIYASH,512529,INE807F01027,Viyash Scientific,EQ,Pharmaceuticals,206.87,FOUND
VEI,VLEGOV,,,bearish.csv,VLEGOV,543958,INE03HW01020,VL E-Governance and IT Solutions,EQ,IT - Education,12.57,FOUND
IL07,V L Infraprojec,,,bearish.csv,VLINFRA,0,INE0QXL01015,V L Infraprojects,SM,Miscellaneous,21.75,FOUND
VLS,VLS Finance,,,bearish.csv,VLSFINANCE,511333,INE709A01018,VLS Finance,EQ,Finance - Leasing & Hire Purchase,231.22,FOUND
VI20,V-Marc,,,bullish.csv,VMARCIND,0,INE0GXK01018,V-Marc India,SM,Cables,717.70,FOUND
VR03,V-Mart Retail,V-Mart Retail,VR03,stock_ideas,VMART,534976,INE665J01013,V-Mart Retail,EQ,Retail,621.15,FOUND
VMML,Vishal Mega Mart,Vishal Mega Mar,VMML,stock_ideas,VMM,544307,INE01EA01019,Vishal Mega Mart,EQ,Household & Personal Products,116.59,FOUND
VCL03,Voler Car,,,bullish.csv,VOLERCAR,,INE241X01014,Voler Car,SM,Miscellaneous,230.05,FOUND
VT9,Voltamp Transformers,Voltamp Trans,VT9,stock_ideas,VOLTAMP,532757,INE540H01012,Voltamp Transformers,EQ,Power - Transmission & Equipment,9133.00,FOUND
V,Voltas,,,technical_picks_inactive.csv,VOLTAS,500575,INE226A01021,Voltas,EQ,Diversified,1264.80,FOUND
VPP01,Vishnu Prakash,,,bearish.csv,VPRPL,543974,INE0AE001013,Vishnu Prakash R Punglia,EQ,Engineering - Construction,38.23,FOUND
VISL,Vraj Iron,,,bullish.csv,VRAJ,544204,INE0S2V01010,Vraj Iron & Steel,EQ,Abrasives,120.71,FOUND
VL08,VRL Logistics,VRL Logistics,VL03,stock_ideas,VRLLOG,539118,INE366I01010,VRL Logistics,EQ,Transport & Logistics,245.49,FOUND
VSC04,Vadivarhe Speci,,,bullish.csv,VSCL,0,INE551Q01028,Vadivarhe Speciality Chemicals,SM,Chemicals,26.60,FOUND
VST02,Vibhor Steel,,,bullish.csv,VSTL,544124,INE0QTF01015,Vibhor Steel Tubes,EQ,Iron & Steel,113.87,FOUND
MSM,Vardhman Text,,VT10,52wk,VTL,502986,INE825A01020,Vardhman Textiles,EQ,Textiles - Spinning - Cotton Blended,551.35,FOUND
WEL01,Waaree Energies,Waaree Energies,WEL01,stock_ideas,WAAREEENER,544277,INE377N01017,Waaree Energies,EQ,Electric Equipment,3125.00,FOUND
SA13,Waaree Renewabl,,,bullish.csv,WAAREERTL,534618,INE299N01021,Waaree Renewable Technologies,EQ,Renewables,893.10,FOUND
VTW,Va Tech Wabag,WABAG,,technical_picks_inactive.csv,WABAG,533269,INE956G01038,Va Tech Wabag,EQ,Infrastructure,1332.70,FOUND
WIL01,Wakefit Inno,,,bearish.csv,WAKEFIT,544642,INE0E7301029,Wakefit Innovations,EQ,Household & Personal Products,151.76,FOUND
WI01,Walchandnagar,,,bullish.csv,WALCHANNAG,507410,INE711A01022,Walchandnagar Industries,EQ,Engineering - Heavy,166.54,FOUND
PO,Wanbury,,,bearish.csv,WANBURY,524212,INE107F01022,Wanbury,BE,Pharmaceuticals,234.17,FOUND
WCIL,Western Carrier,,,bearish.csv,WCIL,544258,INE0CJF01024,Western Carriers India,EQ,Logistics,93.39,FOUND
WFP,Wealth First Po,,,bearish.csv,WEALTH,544536,INE658T01017,Wealth First Portfolio Managers ,EQ,Finance - Investments,858.90,FOUND
WSL,Websol Energy,,,bullish.csv,WEBELSOLAR,517498,INE855C01023,Websol Energy System,EQ,Electric Equipment,79.30,FOUND
W02,Weizmann,,,bearish.csv,WEIZMANIND,523011,INE080A01014,Weizmann,EQ,Textiles - Processing,81.28,FOUND
WF03,Wonder Elect.,,,bearish.csv,WEL,543449,INE02WG01024,Wonder Electricals,EQ,Electronic Goods,78.37,FOUND
WGS,Welspun Corp,WELCORP,,technical_picks_inactive.csv,WELCORP,532144,INE191B01025,Welspun Corp,EQ,Steel - Tubes & Pipes,937.05,FOUND
MSK,Welspun Enter,,,bearish.csv,WELENT,532553,INE625G01013,Welspun Enterprises,EQ,Construction & Contracting - Civil,447.90,FOUND
WIC01,Welspun Invest,,,bullish.csv,WELINV,533252,INE389K01018,Welspun Investments and Commercials,EQ,Finance - Investments,1289.60,FOUND
WI03,Welspun Living,WELSPUNLIV,,technical_picks_inactive.csv,WELSPUNLIV,514162,INE192B01031,Welspun Living,EQ,Textiles & Apparel,123.26,FOUND
DIC,Westlife Foodworld,Westlife Food,DIC,stock_ideas,WESTLIFE,505533,INE274F01020,Westlife Foodworld,EQ,"Hotel, Resort & Restaurants",458.85,FOUND
SBS01,WE WIN,,,bullish.csv,WEWIN,543535,INE082W01014,WE WIN LIMITED,EQ,Computers - Software Medium & Small,54.79,FOUND
WI11,Wheels,,,bullish.csv,WHEELS,590073,INE715A01015,Wheels India,EQ,Auto Ancillaries,991.90,FOUND
WI,Whirlpool of India,Whirlpool,WI,stock_ideas,WHIRLPOOL,500238,INE716A01013,Whirlpool of India,EQ,Consumer Goods - White Goods,845.65,FOUND
WB01,Windlas Biotech,,,bullish.csv,WINDLAS,543329,INE0H5O01029,Windlas Biotech,EQ,Biotechnology & Medical Research,787.75,FOUND
DGP,Windsor,,,bullish.csv,WINDMACHIN,522029,INE052A01021,Windsor Machines,EQ,Engineering - Heavy,248.16,FOUND
WIESL,Winny Immi,,,bearish.csv,WINNY,WINNY,INE0S9101013,Winny Immigration & Education Services ,SM,Educational Institutions,42.85,FOUND
WEL,Winsol Engineer,,,bearish.csv,WINSOL,0,INE0S3D01016,Winsol Engineers,SM,Engineering & Construction,121.65,FOUND
WY,Winsome Yarns,,,bearish.csv,WINSOME,514348,INE784B01035,Winsome Yarns,BZ,Textiles - Spinning - Cotton Blended,1.67,FOUND
W,Wipro,WIPRO,,technical_picks_inactive.csv,WIPRO,507685,INE075A01022,Wipro,EQ,Computers - Software,203.42,FOUND
W05,Wockhardt,WOCKPHARMA,,technical_picks_inactive.csv,WOCKPHARMA,532300,INE049B01025,Wockhardt,EQ,Pharmaceuticals,1349.80,FOUND
W3IL,WOL 3D India,,,bullish.csv,WOL3D,0,INE0OO201011,WOL 3D India,SM,Trading,136.00,FOUND
WL02,Womancart,,,bullish.csv,WOMANCART,,INE0Q9601016,Womancart,SM,Retailing,183.95,FOUND
WH03,Wonderla Holidays,Wonderla,WH01,stock_ideas,WONDERLA,538268,INE066O01014,Wonderla Holidays,EQ,Miscellaneous,535.45,FOUND
WP01,Worth Periphera,,,bearish.csv,WORTHPERI,544577,INE196Y01018,Worth Peripherals,EQ,Packaging,130.96,FOUND
WSI,WS Industries,,,bullish.csv,WSI,504220,INE100D01014,WS Industries,EQ,Electric Equipment,76.09,FOUND
WCP,West Coast Pap,,,bullish.csv,WSTCSTPAPR,500444,INE976A01021,West Coast Paper Mills,EQ,Paper,446.10,FOUND
WTIL,Wise Travel,,,bearish.csv,WTICAB,WTICABS,INE623Y01011,Wise Travel India,SM,Travel Services,108.20,FOUND
XDT,Xelpmoc Design,,,bearish.csv,XELPMOC,542367,INE01P501012,Xelpmoc Design and Tech,EQ,Software,101.85,FOUND
XI,Xpro India,,,bullish.csv,XPROINDIA,590013,INE445C01015,Xpro India,EQ,Packaging,1035.70,FOUND
FIT,Xtglobal,,,bearish.csv,XTGLOBAL,531225,INE547B01028,Xtglobal Infotech,EQ,Computers - Software Medium & Small,29.09,FOUND
YDL,Yaap Digital,,,bullish.csv,YAAP,,INE0U0J01015,Yaap Digital,SM,Misc. Commercial Services,159.75,FOUND
YIL01,Yasho Ind.,,,bullish.csv,YASHO,541167,INE616Z01012,Yasho Industries,EQ,Chemicals,1469.00,FOUND
YOL,Yash Optics,,,bullish.csv,YASHOPTICS,0,INE0TO601017,Yash Optics & Lens,SM,Household & Personal Products,115.25,FOUND
YHT,Yatharth HOSP,,,bullish.csv,YATHARTH,543950,INE0JO301016,Yatharth Hospital and Trauma Care Services,EQ,Hospital & Healthcare Services,702.45,FOUND
YCC,Yasons Chemex,,,bearish.csv,YCCL,,INE08S201019,Yasons Chemex Care,SM,Dyes & Pigments,10.35,FOUND
YB,Yes Bank,YESBANK,,technical_picks_inactive.csv,YESBANK,532648,INE528G01035,Yes Bank,EQ,Banks - Private Sector,19.04,FOUND
YS02,Yudiz Solutions,,,bearish.csv,YUDIZ,0,INE09FA01019,Yudiz Solutions,ST,Software,28.00,FOUND
ZPO,Zaggle Prepaid,,,bullish.csv,ZAGGLE,543985,INE07K301024,Zaggle Prepaid Ocean Services,EQ,IT Services & Consulting,250.94,FOUND
ZT,Zee Entertainment Enterprises,ZEEL,,technical_picks_inactive.csv,ZEEL,505537,INE256A01028,Zee Entertainment Enterprises,EQ,Media & Entertainment,78.79,FOUND
ZL,Zee Learn,,,bearish.csv,ZEELEARN,533287,INE565L01011,Zee Learn,EQ,Computers - Software - Training,5.02,FOUND
ZN,Zee Media,,,bearish.csv,ZEEMEDIA,532794,INE966H01019,Zee Media Corporation,BE,Media & Entertainment,7.56,FOUND
ZDL,Zenith Drugs,,,bearish.csv,ZENITHDRUG,,INE0QWN01013,Zenith Drugs,SM,Pharmaceuticals & Drugs,41.35,FOUND
ZE,Zenithexpo,,,bullish.csv,ZENITHEXPO,512553,INE058B01018,Zenith Exports,EQ,Textiles - Synthetic & Silk,194.04,FOUND
FIC,Zensar Technologies,ZENSARTECH,,technical_picks_inactive.csv,ZENSARTECH,504067,INE520A01027,Zensar Technologies,EQ,Computers - Software,549.75,FOUND
ZT01,Zen Technologies,ZENTEC,,technical_picks_inactive.csv,ZENTEC,533339,INE251B01027,Zen Technologies,EQ,Defence,1450.40,FOUND
WAB,ZF Commercial Vehicle Control Systems India,ZFCVINDIA,WAB,stock_ideas,ZFCVINDIA,533023,INE342J01019,ZF Commercial Vehicle Control Systems India,EQ,Auto Ancillaries - Others,14439.00,FOUND
ZIMLA54140,ZIM Lab,,,bullish.csv,ZIMLAB,541400,INE518E01015,ZIM Laboratories,EQ,Pharmaceuticals,70.98,FOUND
ZE01,Zodiac Energy,,,bullish.csv,ZODIAC,543416,INE761Y01019,Zodiac Energy,EQ,Power - Generation & Distribution,275.83,FOUND
ZIL,Z-Tech India,,,bullish.csv,ZTECH,,INE0ISZ01012,Z-Tech India,SM,Other Construction Materials,546.25,FOUND
ZA,Zuari Industries,ZUARIIND,,technical_picks_inactive.csv,ZUARIIND,500780,INE217A01012,Zuari Industries,EQ,Fertilisers,248.90,FOUND
CHC,Zydus Lifesciences,ZYDUSLIFE,,technical_picks_inactive.csv,ZYDUSLIFE,532321,INE010B01027,Zydus Lifesciences,EQ,Pharmaceuticals & Drugs,891.55,FOUND
CNA,Zydus Wellness,Zydus Wellness,ZW01,stock_ideas,ZYDUSWELL,531335,INE768C01028,Zydus Wellness,EQ,Vanaspati & Oils,481.90,FOUND
STT02,Sailani Tours N Travels,,STT02,stock_ideas,,,,,,,,NOT_FOUND
EIGL,Ellenbarrie Industrial Gases,,EIGL,stock_ideas,,,,,,,,NOT_FOUND
NSD01,National Securities Depository,,NSD01,stock_ideas,,,,,,,,NOT_FOUND
N82,NTPC 8.49% 25Mar2025,,N82,stock_ideas,,,,,,,,NOT_FOUND
"['QC', 'GC16']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['QC', 'LIC']",,,,stock_ideas,,,,,,,,NOT_FOUND
IR:US,,,,stock_ideas,,,,,,,,NOT_FOUND
"['ONG', 'ONG']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['CPI', 'CPI']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['SLI03', 'SLI03']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['CS21', 'CS21']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['QC', 'CDS']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['QC', 'BHFL']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['DI23', 'DI23']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['ADP03', 'ADP']",,,,stock_ideas,,,,,,,,NOT_FOUND
GI24CH03,,,,stock_ideas,,,,,,,,NOT_FOUND
"['LI09', 'LTS']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['PP37', 'PP37']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['JLLHL', 'JLLHL']",,,,stock_ideas,,,,,,,,NOT_FOUND
CL:US,,,,stock_ideas,,,,,,,,NOT_FOUND
PEBL,Pune E-Stock Broking,,PEBL,stock_ideas,,,,,,,,NOT_FOUND
"['TP06', 'GP08']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['TCI04', 'MG02']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['BOI', 'UBI01']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['AP29', 'SRF']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['PLN', 'PLN']",,,,stock_ideas,,,,,,,,NOT_FOUND
"['LI09', 'LFH']",,,,stock_ideas,,,,,,,,NOT_FOUND
SBVCL,Shri Balaji Valve Components,,SBVCL,stock_ideas,,,,,,,,NOT_FOUND
"['JIL05', 'GSP02']",,,,stock_ideas,,,,,,,,NOT_FOUND
DTIL01,,,,stock_ideas,,,,,,,,NOT_FOUND
"['ABB', 'HCI']",,,,stock_ideas,,,,,,,,NOT_FOUND
IL13,,,,stock_ideas,,,,,,,,NOT_FOUND
"['SHA', 'SHA']",,,,stock_ideas,,,,,,,,NOT_FOUND
PIL50,,,,stock_ideas,,,,,,,,NOT_FOUND
SMEL,,,,stock_ideas,,,,,,,,NOT_FOUND
ABL09,,,,stock_ideas,,,,,,,,NOT_FOUND
BAL02,,,,stock_ideas,,,,,,,,NOT_FOUND
CFHL01,,,,stock_ideas,,,,,,,,NOT_FOUND
TMCL,,,,stock_ideas,,,,,,,,NOT_FOUND
SHAICL,,,,stock_ideas,,,,,,,,NOT_FOUND
CDL01,,,,stock_ideas,,,,,,,,NOT_FOUND
GIL17,,,,stock_ideas,,,,,,,,NOT_FOUND
ORL,,,,stock_ideas,,,,,,,,NOT_FOUND
TCPCL,,,,stock_ideas,,,,,,,,NOT_FOUND
CIL16,,,,stock_ideas,,,,,,,,NOT_FOUND
KMBL,,,,stock_ideas,,,,,,,,NOT_FOUND
GIL13,,,,stock_ideas,,,,,,,,NOT_FOUND
ZEEL,,,,stock_ideas,,,,,,,,NOT_FOUND
HUL01,,,,stock_ideas,,,,,,,,NOT_FOUND
CL19,,,,stock_ideas,,,,,,,,NOT_FOUND
SBPFL,,,,stock_ideas,,,,,,,,NOT_FOUND
NIFTY,NIFTY,,,technical_picks_inactive.csv,,,,,,,,NOT_FOUND
UCL01,United Cotfab,,UCL01,stock_ideas,,,,,,,,NOT_FOUND
HML03,,,,stock_ideas,,,,,,,,NOT_FOUND
UBOI,,,,stock_ideas,,,,,,,,NOT_FOUND
BANKNIFTY,BANKNIFTY,,,technical_picks_inactive.csv,,,,,,,,NOT_FOUND
CP10,Captain Pipes,,CP12,stock_ideas,,,,,,,,NOT_FOUND
in;NSX,,,,chart_patterns_inactive.csv,,,,,,,,NOT_FOUND
in;nbx,,,,chart_patterns_inactive.csv,,,,,,,,NOT_FOUND
MOG,MOGOLD,,MOG,scanner,MOGOLD,590146,INF247L01FY4,Motilal Oswal Gold ETF,EQ,Gold ETF,148.80,FOUND
SIFL,Stallion India,,SIFL,scanner,STALLION,544342,INE0RYC01010,Stallion India Fluorochemicals,EQ,Chemicals,135.17,FOUND
TNI01,Tata Nifty Ind,,TNI01,scanner,TNIDETF,0,INF277KA1364,Tata Nifty India Digital ETF,EQ,ETF,81.89,FOUND
H05,Highway Infra,,H03,scanner,HILINFRA,544477,INE00RL01028,Highway Infrastructure,EQ,Transport Infrastructure,50.11,FOUND
C96,,,C98,scanner,5PAISA,540776,INE618L01018,5paisa Capital,EQ,Miscellaneous,302.75,FOUND
KI24,Kamdhenu,,KI24,scanner,KAMDHENU,532741,INE390H01020,Kamdhenu,EQ,Steel - Medium & Small,21.58,FOUND
GIC11,Globe Internati,,GIC11,scanner,GICL,0,INE947T01022,Globe International Carriers,EQ,Diversified,40.79,FOUND
VL04,Vimta Labs,,VL04,scanner,VIMTALABS,524394,INE579C01029,Vimta Labs,EQ,Miscellaneous,443.60,FOUND
VEL,Vikran Engineer,,VEL01,scanner,VIKRAN,544496,INE01R501028,Vikran Engineering,EQ,Engineering - Construction,67.23,FOUND
PP02,Panama Petro,,PP02,scanner,PANAMAPET,524820,INE305C01029,Panama Petrochem,EQ,Chemicals,275.72,FOUND
LL02,Lyka Labs,,LL02,scanner,LYKALABS,500259,INE933A01014,Lyka Labs,EQ,Pharmaceuticals,58.73,FOUND
AONEL30472,AONELIQUID,,AONEL30472,scanner,AONELIQUID,,INF1J2R01056,Angel One Nifty 1D Rate Liquid ETF - Growth,EQ,ETF,1054.34,FOUND
AOS,,,AOS,scanner,ASIANENE,530355,INE276G01015,Asian Energy Services,EQ,Oil Drilling And Exploration,276.69,FOUND
SCS05,Systematix Corp,,SCS05,scanner,SYSTMTXC,526506,INE356B01024,Systematix Corporate Services,EQ,Finance - Leasing & Hire Purchase,68.65,FOUND
NIFTY29944,,,NIFTY29944,scanner,NIFTY100EW,,INF174KA1UW4,NIFTY100EW,EQ,Miscellaneous,32.63,FOUND
UTI21,UTI Nifty50ETF,,UTI21,scanner,NIFTYBETA,539313,INF789F1AZC0,UTI Nifty 50 ETF,EQ,ETF,264.83,FOUND
MW01,Mangalam World,,MW01,scanner,MWL,0,INE0JYY01011,Mangalam Worldwide,EQ,Iron & Steel,264.05,FOUND
DCM03,DCM Shriram Ind,,DCM03,scanner,DCMSRIND,523369,INE843D01027,DCM Shriram Industries,EQ,Sugar,37.73,FOUND
EN1,ELIQUID,,EN1,scanner,ELIQUID,544573,INF754K01VW2,Edelweiss Nifty 1D Rate Liquid ETF,EQ,ETF,1025.70,FOUND
CPD,Creative New,,CPD,scanner,CNL,0,INE985W01018,Creative Newtech,EQ,Miscellaneous,605.65,FOUND
SSL14,Sigma Solve,,SSL14,scanner,SIGMA,543917,INE0A0S01028,Sigma Solve,EQ,IT Services & Consulting,41.97,FOUND
APP,Andhra Paper,,APP,scanner,ANDHRAPAP,502330,INE435A01051,Andhra Paper Limited,EQ,Paper,62.14,FOUND
MON08,MOMNC,,MON08,scanner,MOMNC,0,INF247L01GK1,Motilal Oswal Nifty MNC ETF,EQ,ETF,29.55,FOUND
CAR,CARE Ratings,,CAR,scanner,CARERATING,534804,INE752H01013,CARE Ratings,EQ,Miscellaneous,1579.50,FOUND
ABSLP23806,,,ABSLP23806,scanner,ABSLPSE,,INF209KB19Z4,Aditya Birla Sun Life Nifty PSE ETF,EQ,ETF,10.36,FOUND
PLL01,Pine Labs,,PLL01,scanner,PINELABS,544606,INE15B701018,Pine Labs,EQ,Finance - Others,174.99,FOUND
RS17,Ramco System,,RS17,scanner,RAMCOSYS,532370,INE246B01019,Ramco System,EQ,Computers - Software,424.15,FOUND
CTI02,Capillary Tech,,CTI02,scanner,CAPILLARY,544614,INE0ILV01024,Capillary Technologies India,EQ,IT Services & Consulting,517.40,FOUND
CRL02,Corona Remedies,,CRL02,scanner,CORONA,544644,INE02ZQ01018,Corona Remedies,EQ,,1554.70,FOUND
IE08,Indowind Energy,,IE08,scanner,INDOWIND,532894,INE227G01018,Indowind Energy,EQ,Power - Generation & Distribution,8.67,FOUND
SDL02,Suraksha Diagno,,SDL02,scanner,SURAKSHA,544293,INE877V01027,Suraksha Diagnostic,EQ,Labs & Life Sciences Services,261.98,FOUND
NCS02,Niraj Cement,,NCS02,scanner,NIRAJ,532986,INE368I01016,Niraj Cement Structurals,EQ,Cement,28.76,FOUND
KCP,KCP,,KCP,scanner,KCP,590066,INE805C01028,KCP,EQ,Cement - Major,155.64,FOUND
TRE,Texmaco Rail,,TRE,scanner,TEXRAIL,533326,INE621L01012,Texmaco Rail and Engineering,EQ,Infrastructure - General,97.30,FOUND
BBNPN24117,BBNPNBETF,,BBNPN24117,scanner,BBNPNBETF,,INF251K01TL6,Baroda BNP Paribas Nifty Bank ETF,EQ,ETF,56.90,FOUND
UL02,Unichem Labs,,UL02,scanner,UNICHEMLAB,506690,INE351A01035,Unichem Laboratories,EQ,Pharmaceuticals,329.30,FOUND
GNC01,GROWWCHEM,,GNC01,scanner,GROWWCHEM,0,INF666M01NP5,Groww Nifty Chemicals ETF,EQ,ETF,26.70,FOUND
TIL,TIL,,TIL,scanner,TIL,505196,INE806C01018,TIL,EQ,Engineering,192.87,FOUND
KME,,,KME01,scanner,KMEW,543273,INE0CJD01029,Knowledge Marine & Engineering Works,EQ,Miscellaneous,1729.50,FOUND
EN5,ENIFTY,,EN5,scanner,ENIFTY,0,INF754K01VX0,Edelweiss Nifty 50 ETF,EQ,ETF,24.01,FOUND
TS09,Take Solutions,,TS09,scanner,TAKE,532890,INE142I01023,Take Solutions,,Pharmaceuticals,43.72,FOUND
DCA01,DAM Capital Adv,,DCA01,scanner,DAMCAPITAL,544316,INE284H01025,DAM Capital Advisors,EQ,Finance - Stock Broking,139.82,FOUND
SME03,Silly Monks Ent,,SME03,scanner,SILLYMONKS,0,INE203Y01012,Silly Monks Entertainment,EQ,Media & Entertainment,16.04,FOUND
VSS01,Vardhman Steels,,VSS01,scanner,VSSL,534392,INE050M01012,Vardhman Special Steels,EQ,Steel - Medium & Small,232.47,FOUND
ITC02,Sundrop Brands,,ATF,scanner,SUNDROP,500215,INE209A01019,Sundrop Brands,EQ,Edible Oils & Solvent Extraction,626.95,FOUND
BI20,Bedmutha Ind,,BI05,scanner,BEDMUTHA,533270,INE844K01012,Bedmutha Industries,BE,Steel - Medium & Small,113.71,FOUND
NHSL,,,NHSL,scanner,NEPHROPLUS,544647,INE428V01029,Nephrocare Health Services,EQ,Hospital & Healthcare Services,545.20,FOUND
IPB01,Ipru NiftyBank,,IPB01,scanner,BANKIETF,542730,INF109KC15I8,ICICI Prudential Nifty Bank ETF,EQ,ETF,56.84,FOUND
KL01,Kross,,KL01,scanner,KROSS,544253,INE0O6601022,Kross,EQ,Auto Ancillaries,184.47,FOUND
SCF01,Shyam Century,,SCF01,scanner,SHYAMCENT,539252,INE979R01011,Shyam Century Ferrous,EQ,Mining & Minerals,4.59,FOUND
SE27,Tembo Global,,SE25,scanner,TEMBO,0,INE869Y01010,Tembo Global Industries,EQ,Engineering - Industrial Equipments,531.25,FOUND
LIF,Laxmi India Fin,,LIF,scanner,LAXMIINDIA,544465,INE06WU01026,Laxmi India Finance,EQ,Finance - NBFC,88.64,FOUND
ARSSBL,Anand Rathi,,ARSSBL,scanner,ARSSBL,544530,INE549H01021,Anand Rathi Share & Stock Brokers,EQ,Finance - Stock Broking,533.15,FOUND
RO01,Royal Orchid,,RO01,scanner,ROHLTD,532699,INE283H01019,Royal Orchid Hotels,EQ,Hotels,335.00,FOUND
NDT01,NDTV,,NDT01,scanner,NDTV,532529,INE155G01029,New Delhi Television,EQ,Media & Entertainment,74.10,FOUND
JTL01,JTL Ind.,,JTL01,scanner,JTLIND,534600,INE391J01032,JTL Industries,EQ,Iron & Steel,58.51,FOUND
APMFI54277,Mufin Green,,APMFI54277,scanner,MUFIN,542774,INE08KJ01012,Mufin Green Finance,,Finance - Investment,104.28,FOUND
